keys,fr
biome.toundra.name,Toundra
biome.taiga.name,Taïga
biome.marecage.name,Marécage
biome.marecage_corrompu.name,Marécage corrompu
biome.montagne.name,Montagne
item.proto_faucille.name,Faucille de fer
functionality.faucille.name,Faucille
biome.plaine_temperee.name,Plaine tempérée
biome.foret_temperee.name,Forêt tempérée
biome.desert_aride.name,Désert aride
biome.cote_plage.name,Côte
ui.camp,"CAMP DE BASE · {biome}"
item.pain.name,Pain
item.ragout.name,Ragoût
item.viande_grillee.name,Viande grillée
item.viande_crue.name,Viande crue
item.poisson_grille.name,Poisson grillé
item.baies.name,Baies
item.champignon_bleu.name,Champignon bleu
item.fruit_de_mana.name,Fruit de mana
item.ration_de_voyage.name,Ration de voyage
item.ration_moisie.name,Ration moisie
item.fiole_de_soin.name,Fiole de soin
item.grande_fiole_de_soin.name,Grande fiole de soin
item.essence_de_mana.name,Essence de mana
item.antidote.name,Antidote
item.bandage.name,Bandage
item.elixir_de_hate.name,Élixir de hâte
item.huile_d_arme.name,Huile d'arme
item.torche.name,Torche
recipe.plat_viande_grillee.name,Griller la viande
recipe.plat_ragout.name,Mijoter un ragoût
recipe.plat_ration_de_voyage.name,Préparer des rations
ui.faim,faim {faim}/100
ui.poids,"poids {poids}/{capacite}{surcharge}"
ui.poids.surcharge," · SURCHARGE ×{facteur}"
ui.ecran.manger,Manger (G)
journal.mange,"{nom} mange {objet} : faim {faim}/100{extra}"
journal.pas_comestible,ce n'est pas comestible
journal.potentiel_plat,"{nom} : +{n} de potentiel en {stat} (le plat)"
journal.affame,{nom} est affamé : la faim ronge la santé
journal.faim_stats,{nom} a faim : −10 % à toutes les stats
ui.objet.consommable,"consommable : nutrition {nutrition} · soin {soin} · mana {mana} · {statut} · potentiel {potentiel}{cru}"
ui.objet.consommable.cru," · cru (50 %, sans potentiel, risque)"
ui.objet.poids,poids {poids}
journal.huile,{nom} huile son arme : +1d4 feu au prochain combat
journal.purge,{nom} est soigné de : {statut}
meuble.lit.name,Lit
meuble.lit_de_paille.name,Lit de paille
meuble.source_maudite.name,Source maudite
meuble.autel_rituel.name,Autel du rituel
option.boire_source,Boire à la source
option.rituel,Accomplir le rituel
journal.source_bue,"{nom} boit à la source maudite — l'eau a un goût de fer"
journal.rituel_accompli,"{nom} accomplit le rituel ; l'autel se brise"
journal.deja_maudit,ce corps porte déjà sa malédiction
meuble.table.name,Table
meuble.chaise.name,Chaise
meuble.coffre.name,Coffre
meuble.grand_coffre.name,Grand coffre
meuble.garde_manger.name,Garde-manger
meuble.etal_de_vente.name,Étal de vente
meuble.torchere.name,Torchère
meuble.lanterne_de_cristal.name,Lanterne de cristal
meuble.cheminee.name,Cheminée
meuble.bibliotheque.name,Bibliothèque
meuble.ratelier_d_armes.name,Râtelier d'armes
meuble.tapis.name,Tapis
meuble.trophee.name,Trophée
meuble.autel_domestique.name,Autel domestique
meuble.statue.name,Statue
item.proto_hache.name,Hache de fer
functionality.hache.name,Hache
tile_content.arbre.name,Arbre
tile_content.mur_construit.name,Mur construit
tile_content.porte.name,Porte
tile_content.meuble.name,Meuble
tile_content.station_fixe.name,Station
tile_content.entree_donjon.name,Entrée du donjon
journal.pose,"{nom} pose {objet}"
journal.demonte,"{nom} démonte {objet}"
journal.rien_a_poser,rien à poser ici (tuile occupée ou hors du camp)
journal.pas_de_materiau_mur,il faut une pierre taillée / une planche / une brique pour un mur
journal.range,"{nom} range {objet} dans le coffre"
journal.coffre_plein,le coffre est plein
journal.prend,{nom} vide le coffre ({n} objets)
journal.dort,"{nom} dort {heures} h : reposé (+{potentiel} de potentiel à : {liste})"
journal.pas_de_lit,il faut un lit adjacent pour dormir
journal.hostile_en_vue,impossible de dormir : un hostile est en vue
journal.retour_camp,retour au camp
journal.expedition_depart,une nouvelle expédition commence
ui.ecran.poser,Poser (P)
ui.ecran.mur,Mur (M)
ui.ecran.porte,Porte (O)
ui.ecran.ranger,Ranger (R)
ui.objet.meuble,"meuble : {type} · {details}"
ui.objet.meuble.lit,on peut y dormir
ui.objet.meuble.slots,{n} emplacements
ui.objet.meuble.lumiere,luminosité {n}
statut.repose,Reposé
slot.main_principale,Main principale
slot.main_secondaire,Main secondaire
slot.casque,Casque
slot.cuirasse,Cuirasse
slot.jambieres,Jambières
slot.anneau_1,Anneau (1)
slot.anneau_2,Anneau (2)
slot.anneau,Anneau
slot.amulette,Amulette
slot.carquois,Carquois
slot.arme,Arme
slot.sertissure,Sertissure
type.arme,arme
type.armure,armure
type.bouclier,bouclier
type.outil,outil
type.consommable,consommable
type.munition,munition
type.bijou,bijou
type.gemme,gemme
type.grimoire,grimoire
type.manuel,manuel
type.parchemin,parchemin
type.materiau,matériau
type.station,station portative
type.composant,composant
degats.contondant,contondant
degats.perforant,perforant
degats.tranchant,tranchant
zone.mains,mains
categorie.bois,bois
categorie.metal,métal
categorie.roche,roche
categorie.mineral,minéral
categorie.fossile,fossile
categorie.gemme,gemme
categorie.terre,terre
categorie.vegetal,végétal et fibre
categorie.liquide,liquide
categorie.meteorologique,météorologique
categorie.synthetique,synthétique
famille.bois,bois (planche)
famille.lingot_metal,lingot de métal
famille.roche_taillee,roche taillée
famille.silex,silex taillé
famille.os,os
famille.os_massif,os massif
famille.dent_croc,dent ou croc
famille.ecaille,écaille
famille.ivoire,ivoire
famille.obsidienne,obsidienne taillée
famille.verre,verre
famille.granit_noir,granit noir taillé
famille.meteorite,météorite (lingot)
famille.or_argent,or ou argent (lingot)
famille.or,or (lingot)
famille.plomb,plomb (lingot)
famille.tungstene,tungstène (lingot)
famille.cuir,cuir
famille.fibre,"fibre (lin, chanvre, coton)"
famille.tissu,tissu
famille.laine,laine
famille.fourrure,fourrure
famille.soie,soie
famille.seve,sève
mstat.durete,dureté
mstat.densite,densité
mstat.valeur_base,valeur
mstat.conductivite_mana,cond. mana
mstat.flammabilite,flammabilité
mstat.isolation,isolation
mstat.conductivite_electrique,cond. électrique
mstat.flottabilite,flottabilité
mstat.luminosite,luminosité
mstat.fertilite,fertilité
mstat.transparence,transparence
mstat.elasticite,élasticité
mstat.friction,friction
slotc.tete,tête
slotc.manche,manche
slotc.fixations,fixations
slotc.plaque,plaque
slotc.sangles,sangles
slotc.divers,divers
ui.ecran.fermer,Fermer (Échap)
ui.ecran.inventaire,"INVENTAIRE — {n} objet(s) dans le sac"
ui.ecran.sac,sac
ui.ecran.slot_vide,(emplacement vide)
ui.ecran.equiper,Équiper / retirer (E)
ui.ecran.reparer,Réparer
journal.objet_use,"{objet} ne vaut plus grand-chose : il faudrait le remettre en état"
journal.repare,"{objet} est remis en état (usure {usure} %)"
journal.reparer_station,"Il faudrait un atelier pour cela ({station})"
journal.reparer_matiere,"Il faudrait de quoi le réparer : {materiau}"
ui.ecran.jeter,Jeter (J)
ui.ecran.lire,Lire (L)
ui.ecran.sertir,Sertir (T)
ui.ecran.atelier,"ATELIER — stations à portée : {stations}"
ui.ecran.fabriquer,Fabriquer (Entrée)
ui.ecran.feuille,FEUILLE — {nom}
ui.objet.type,"{type} · {slot} · {rarete}"
ui.objet.qualite,"qualité : {palier} ({valeur})"
ui.objet.arme,"arme : {des} {type} · {ticks} ticks · portée {portee}"
ui.objet.durete,"dureté de base {durete} / référence {ref} × qualité ⇒ dégâts ×{facteur}"
ui.objet.armure,"armure : {zone} · {construction} · dureté composite {durete} · construction niveau {niveau}"
ui.objet.elements,Wu Xing : {liste}
ui.objet.vitesse,manche : ticks d'attaque ×{facteur}
ui.objet.composants,composants :
ui.objet.composant,composant en {materiau}
ui.objet.materiau,"{categorie} · {forme} · ×{quantite}"
ui.objet.stats,stats : {liste}
ui.objet.sertissures,"sertissures : {contenu}/{n}"
ui.objet.livre,"livre : {domaine} · difficulté {difficulte} · {n} modules"
ui.objet.station,"station portative : poids {poids} · compétence {competence}"
ui.recette.station,"à : {station} · compétence : {competence}"
ui.recette.entrees,entrées :
ui.recette.sortie,sortie :
ui.recette.manque,manque
ui.recette.inconnue,recette inconnue
ui.recette.sans_source,(pas de source encore : parties de créatures)
ui.recette.recolte,← récolte (pioche sur un mur ou un filon)
ui.recette.qualite_composant,(qualité A.3 sur la compétence de la station)
ui.recette.assemblage,(qualité = Σ composants × poids × jet d'assemblage)
ui.feuille.vitaux,"PV {pv}/{pv_max} · vigueur {end}/{end_max} · mana {mana}/{mana_max} · sang-froid {sf}/{sf_max}"
ui.feuille.stats,Stats
ui.feuille.cat.combat,Compétences de combat
ui.feuille.cat.general,Compétences générales
ui.feuille.aucune,(aucune)
ui.feuille.equipement,Équipement
journal.desequipe,"{nom} retire {objet}"
journal.jette,"{nom} jette {objet}"
component.manche_court.name,Manche court
component.manche_long.name,Manche long
component.poignee.name,Poignée
component.tete_outil.name,Tête d'outil
component.lame_courte.name,Lame courte
component.lame_longue.name,Lame longue
component.tete_arme_lourde.name,Tête d'arme lourde
component.pointe.name,Pointe
component.plaque.name,Plaque
component.sangles.name,Sangles
item.craft_dague.name,Dague
item.craft_epee.name,Épée
item.craft_arc.name,Arc
item.craft_baton_magique.name,Bâton magique
item.craft_hache.name,Hache
item.craft_faucille.name,Faucille
item.craft_seau.name,Seau
item.craft_fleches.name,Flèches
item.craft_masse.name,Masse
item.craft_lance.name,Lance
item.craft_pioche.name,Pioche
item.craft_casque.name,Casque
item.craft_bouclier.name,Bouclier
item.craft_anneau.name,Anneau
item.craft_amulette.name,Amulette
component.monture.name,Monture
item.craft_brassards.name,Brassards
item.craft_bottes.name,Bottes
item.cape.name,Cape
item.sac_a_dos.name,Sac à dos
slot.brassards,Brassards
slot.bottes,Bottes
slot.dos,Dos
slot.accessoire_1,Accessoire I
slot.accessoire_2,Accessoire II
item.craft_cuirasse.name,Cuirasse
item.craft_jambieres.name,Jambières
item.composant.name,Composant
qualite.miserable,misérable
qualite.pauvre,pauvre
qualite.correct,correct
qualite.bon,bon
qualite.excellent,excellent
qualite.chef_d_oeuvre,chef-d'œuvre
qualite.legendaire,légendaire
qualite.mythique,mythique
nom.arme_en,{base} en {materiau}
nom.armure_en,{base} de {construction} en {materiau}
nom.composant,{base} en {materiau}
construction.plaque.nom,plaque
journal.faconne,"{nom} façonne {objet} ({qualite})"
journal.assemble,"{nom} assemble {objet} ({qualite})"
ui.atelier.kind.plate,transformation
ui.atelier.kind.composant,composant
ui.atelier.kind.objet,assemblage
journal.victoire,plus aucun hostile. Victoire.
journal.defaite,tu es tombé. Une touche : te relever au point d'entrée (Mort et pénalité).
module.a_l_impact.name,À l'impact
module.affinite.name,Affinité
module.alternance.name,Alternance
module.ampleur.name,Ampleur
module.angle_mort.name,Angle mort
module.anneau.name,Anneau
module.balise.name,Balise
module.barriere.name,Barrière
module.baume.name,Baume
module.bombe.name,Bombe
module.boucle.name,Boucle
module.brasier.name,Brasier
module.bruine.name,Bruine
module.cadence.name,Cadence
module.canalisation.name,Canalisation
module.carre.name,Carré
module.colonne.name,Colonne
module.cone.name,Cône
module.croix.name,Croix
module.portee_hast.name,Hast
module.portee_en_ligne.name,En ligne
module.portee_en_biais.name,En biais
module.portee_zigzag.name,Zigzag
module.portee_mortier.name,Mortier
module.forme_damier.name,"Damier"
module.forme_arc.name,"Arc"
module.portee_en_etoile.name,"En étoile"
module.portee_transperce.name,"Transperçant"
module.portee_autour.name,"Autour de soi"
module.portee_sur_soi.name,Sur soi
module.portee_contact.name,Contact
module.portee_jet_court.name,Jet court
module.portee_jet_long.name,Jet long
module.portee_au_loin.name,Au loin
module.portee_aveugle.name,Aveugle
module.derobade.name,Dérobade
module.detonation.name,Détonation
module.diagonale.name,Diagonale
module.concentration.name,Concentration
module.ecaille_elementaire.name,Écaille élémentaire
module.echo_de_chair.name,Écho de chair
module.emprise.name,Emprise
module.etincelle.name,Étincelle
module.evasement.name,Évasement
status.durci.name,"Durci"
status.aimante.name,"Aimanté"
status.alourdi.name,"Alourdi"
status.emousse.name,"Émoussé"
module.flamme.name,Flamme
module.cataclysme.name,Cataclysme
journal.cataclysme_unique,un cataclysme par combat — le corps ne suit pas
journal.cataclysme,"{nom} déchaîne un cataclysme : la vigueur est vidée"
module.frappe.name,Frappe
module.gel.name,Gel
module.heure.name,Heure
module.ligne.name,Ligne
module.meute.name,Meute
module.mur.name,Mur
module.nappe.name,Nappe
module.nuee.name,Nuée
module.ombre.name,Ombre
module.pied_ferme.name,Pied ferme
module.point.name,Point
module.poussee.name,Poussée
module.prise.name,Prise
module.propagation.name,Propagation
module.racine.name,Racine
module.retour.name,Retour
module.riposte.name,Riposte
module.salve.name,Salve
module.sans_trace.name,Sans trace
module.soi.name,Soi
module.sol_vif.name,Sol vif
module.terroir.name,Terroir
module.testament.name,Testament
module.tracant.name,Traçant
module.trempe.name,Trempe
module.tuile.name,Tuile
module.voile_de_brume.name,Voile de brume
arena.banc_objets.name,"Banc d'objets"
ui.ecran.mort,"Vous êtes mort"
ui.mort.au_lit,"Vous vous relèverez au dernier lit où vous avez dormi. L'expédition en cours est terminée."
ui.mort.a_l_entree,"Vous n'avez pas encore de lit : vous vous relèverez au point d'entrée."
ui.mort.or,"Vous perdrez {pc} % de l'or porté, soit {or} pièces."
ui.mort.sac,"Une part de votre sac ({n} objets) tombera sur place — récupérable pendant {jours} jour."
ui.mort.sac_vide,"Votre sac est vide : rien à perdre de ce côté."
ui.mort.relever,"Se relever"
ui.mort.d_relever,"Payer le prix et repartir."
ui.mort.charger,"Charger une partie"
ui.mort.d_charger,"Reprendre à la dernière sauvegarde : rien n'est perdu, mais rien de ce qui a été fait depuis n'est gardé."
ui.mort.titre,"Revenir à l'écran principal"
ui.mort.d_titre,"Quitter la partie en cours."
ui.ecran.aide,"Contrôles"
ui.menu.aide,"Contrôles"
ui.menu.options,"Options"
ui.menu.quitter,"Quitter le jeu"
ui.aide.non_remappable,"Cette touche ne se reconfigure pas."
ui.controle.marcher_haut,"Avancer"
ui.controle.d_marcher_haut,"Marcher vers le haut de l'écran. Deux touches ensemble donnent une diagonale."
ui.controle.marcher_bas,"Reculer"
ui.controle.d_marcher_bas,"Marcher vers le bas de l'écran."
ui.controle.marcher_gauche,"Aller à gauche"
ui.controle.d_marcher_gauche,"Marcher vers la gauche de l'écran."
ui.controle.marcher_droite,"Aller à droite"
ui.controle.d_marcher_droite,"Marcher vers la droite de l'écran. Aller vers un ennemi adjacent l'attaque."
ui.controle.menu,"Menu"
ui.controle.d_menu,"Ouvrir le menu : tous les écrans et les actions générales."
ui.controle.interagir,"Interagir"
ui.controle.d_interagir,"Parler, ouvrir, actionner ce qui est devant soi."
ui.controle.ramasser,"Ramasser"
ui.controle.d_ramasser,"Prendre ce qui est au sol, sur sa case."
ui.controle.volet,"Volet latéral"
ui.controle.d_volet,"Montrer ou cacher le volet d'information sur le côté."
ui.controle.perimetre,"Périmètre"
ui.controle.d_perimetre,"Dessiner un périmètre de récolte. Au camp seulement."
ui.controle.triche,"Menu de triche"
ui.controle.d_triche,"Tout obtenir, tout déclencher. Développement seulement — absent de la version publiée, sauf lancement avec -- --triche."
ui.controle.annuler,"Annuler"
ui.controle.d_annuler,"Annuler une visée, un dessin de périmètre, une attaque lourde armée."
ui.controle.valider,"Valider"
ui.controle.d_valider,"Confirmer le choix en cours."
ui.aide.f_clic,"Clic — se déplacer, frapper, creuser"
ui.aide.d_clic,"Cliquer une case : s'y rendre. Sur un ennemi adjacent : frapper. Sur un mur adjacent, la pioche en main : creuser."
ui.aide.f_maj_clic,"Maj + clic — attaque lourde"
ui.aide.d_maj_clic,"Un coup plus lent et plus fort, télégraphié : la cible peut le voir venir."
ui.aide.f_chiffres,"1 à 0 — barre d'action"
ui.aide.d_chiffres,"Les dix cases de la barre : capacités d'abord, puis les armes du râtelier, les parchemins et les bombes."
